 3422391545.219829   1020527109.824760   640898849.614836   3155275011.083912   2348067017.956548   2995190196.540392   2461974993.528732   725473173.783115   1558354327.359953   197991170.074042   2701952984.038929   2115664244.171335   1960644340.042378   3426501478.081373   295515259.939995   3020726613.626629   1484767050.029012   3563413916.530181   423722818.924245   2284775484.682089   1222289160.292624   1362811985.929178   611919502.561064   2973264450.640578   82532869.721153   1606643428.495256   1231349980.099697   2540056209.933042   2383169418.497497   417965533.733818   4164027795.690835   1510603667.717325   1438482643.558578   509969349.305671   370921384.801228   3786539663.515117   3505149547.846054   2832886378.329960   217055541.298232   768546579.206007   3030867548.404002   2918998525.337161   2884200823.377342   696554594.446371   2050542707.418534   3179706083.317337   3717271208.073000   3535299759.447536   2448162705.847508   4140984026.997245   1525117948.129625   3670441866.140132   1208838716.926423   2137027452.690681   2348749020.780710   1291361586.647576   3743660881.185936   3580089002.880398   3831407798.580609   1831873003.683433   3998044536.614216   3700478298.271444   3342466673.400749   1141569884.172794   4210437649.577106   3713378058.201976   633152251.687911   3420629901.423160   2251307140.531937   850197792.986143   4189166480.629167   987217394.935930   3769186318.323304   2778410008.006509   1683761989.382300   1524771731.741828   1663158795.323846   1106075901.455301   765114195.189365   4111311501.171354   952102632.452546   2290222143.318990   3486796071.311487   2160931351.378960   132292300.009670   1540587798.092187   3452282938.026536   3875943183.195598   825719504.972585   2988733440.607144   1412858890.879031   528806745.586801   2394254444.878580   460368268.279779   1670366629.759595   2309734798.455686   4173736326.481756   2303508883.447497   1435407403.878846   2130086173.013683  
 3153696676.433640   1329616588.508013   3117293567.949613   2627925700.756934   4108016596.514522   506098261.331913   4152687432.498763   1476218095.838367   1612164162.787214   622844331.688128   1292572303.009712   2564256795.239760   2913056475.007118   484411078.321199   430230850.618720   3045338777.016779   2024988876.413386   3882503790.645247   2626324664.212377   2850698381.385972   2576279935.252391   4039173555.091407   3379495126.972772   675577084.130970   204584529.371177   754904462.732358   2985301882.586656   83363559.852933   3058403346.179854   125751990.465502   2213439732.866616   1917142726.613494   1455358578.973514   1035776004.816229   250111131.370429   1268417879.488036   1541864266.148142   107841267.869192   2744625977.326394   3154018428.935356   730675599.557319   4037188280.336106   1423317930.175107   3643722076.564428   226642062.657305   1853538780.793827   2394103557.581206   2251620941.070683   1441085275.439073   725470925.793583   807362026.456654   4017355212.691454   469687184.884990   4186847155.429417   397975000.822425   674261714.256167   646794322.161774   3383266885.409071   757615276.109091   3705187668.341629   3509008875.874573   2971045008.975707   1327373098.955123   669410160.848078   4006811015.791926   1577474232.325543   1937818040.336114   1253717985.940068   1685305500.194735   387486721.662508   112779120.875415   2415971101.752045   129717705.998614   1536087051.050522   1764735882.316472   356349770.655910   3389615831.844348   4158829439.897679   2607960711.726592   535743813.283412   589343069.691262   3415312738.183246   258141729.974866   1059020254.576252   3307202597.612663   656106730.797290   1733271970.832410   3953986919.774437   4039363616.206362   2490877246.941501   3364217292.116066   3253415198.080926   1166964959.917207   396633097.071180   3922815358.929004   878818679.709133   1974097329.396723   1565676103.265118   2132526667.649192   3659392829.591458  
 1953152826.927617   2245295788.524606   1780406635.343502   2082860532.926231   3781372839.575128   3545132517.659975   2439200303.582141   2876031375.419476   3409004661.557653   752203719.308733   3411765188.702888   3998337731.248916   4167506459.491970   3669896918.677753   762400691.825158   3179751761.104632   31046355.475035   2495662662.657568   2838781386.879060   4070399971.681396   691582613.599069   1908041382.995126   3028857873.762322   1858537573.516276   2304664480.066306   2656715936.691327   2737346255.225399   4278751809.463028   4222382041.956436   574915626.874591   3643187345.054477   1880577572.884053   2820201415.399197   1128636684.397979   3963428105.810284   2306616958.974325   378811908.057945   2107671115.392415   887691038.393801   3787806569.615598   2859864834.701148   4498933.096679   3491187006.864504   2732413998.193118   3674385851.774432   4253577698.689663   1617208465.297741   3705422207.249467   2454283065.347231   161032556.176800   3480864884.930854   3145855678.946300   2069063939.171926   2214765462.693177   709435956.462575   78771125.238222   576524105.384494   3446772211.687974   62565638.701251   503948851.340930   4021677838.562565   3705742983.755728   2384516424.224983   2546921957.961762   539422374.153698   2052987234.035267   558581620.936087   918224282.211643   4160648349.427682   1446262661.329879   411073555.827241   2725555890.128821   1450751594.426558   3902250562.691745   1163012592.321939   830180150.200990   3860870965.381408   2780211057.619679   240645063.450448   2020196734.728639   2941233613.796480   3721499948.381302   871095117.674939   715340258.968396   1641308115.074479   1580521076.137505   794101384.206619   2217822220.458973   732335991.825479   856657022.907870   2721761071.799903   459056536.388035   267442712.663588   811320200.024886   3005968494.349798   806855086.817286   2864297436.060143   3564540117.285876   1725069369.028929   2729988489.487825  
 715845482.615754   2136132924.856170   1160587083.616646   2166587077.042312   1743426193.547905   2323589677.938575   2996757227.243302   1309339862.929313   808843439.558254   3237392290.693750   3329526599.657943   3750067055.354724   2663934943.075052   4200611717.332882   170450018.323121   10285764.149522   1486175497.470387   964541402.529739   2228097984.608494   2218501491.295857   1821188425.437609   654901762.408388   2677548027.683892   2088621138.101198   1466211962.433274   1388559226.033690   2895466224.918484   35552102.493417   658142047.319565   325578297.947413   2765530593.981234   1373977529.935320   2461701224.803574   3926107677.597879   3540554606.977632   4205117418.351479   1954740059.536455   2242354540.220925   1219499985.280792   2763573501.094700   1184789534.914675   254069288.938736   2218683260.449424   3848714479.989718   159723712.271608   2389123278.772545   3858990244.139239   1645889209.741995   3353654681.302284   1792130932.747734   3864380701.037852   879885810.739894   2447022695.156122   2246971432.721744   2968496950.841082   3913224659.589386   3635520660.755424   1569005879.759566   3948766762.082804   4293652708.074989   1894574179.706970   2419340060.064037   1372672944.010299   61318108.510543   2050490443.661907   618270254.987931   4266425526.862022   4005220503.198362   2860614795.208856   1190968216.142814   2473836708.293062   4045394332.123522   1445027507.081541   397562672.742486   3599151516.113240   1604741219.353149   2786675951.515031   3163184464.252479   3250620429.095144   1845373336.817315   660358101.000213   2820043836.132986   2725249149.557199   3107370798.156325   772057972.854730   1398788804.398282   2725638161.745712   112621337.610154   2967784684.157848   2379447627.828516   111316751.685134   567401567.864818   503830393.892543   1483979695.695433   628709676.375361   2554310837.554451   2102239950.683364   600177907.237383   2264574044.752812   667897451.892211  
 1791136125.380188   443453459.045864   418334488.015733   3236153632.461729   841006131.788350   4017476004.128973   545937555.814878   3627672085.303371   2885703172.381452   3796547984.910022   1178088126.120687   3546051273.381665   2321634525.043008   3903327275.677886   2358464775.537991   3093682499.897728   1007158784.076168   789145641.283702   3206293837.507882   3974933470.234006   3168583271.112209   3317600589.193016   247377742.098824   3672403665.004752   506622988.888449   876077420.474175   1931757206.559202   2608852941.571804   1476245327.711558   4196321251.312014   3276740393.464015   3267371453.091747   344817414.357879   3695064881.479748   2208567789.553475   1185813548.146220   3417583589.608721   2754495345.368353   518528337.449591   2008329465.990173   2256086036.278366   1696606463.570278   1259423443.371838   282763265.321374   1304976445.248155   3617878220.909819   3376435765.219102   2312125229.324323   112066566.193521   2287772308.726974   1992101403.558329   3280639837.305730   1310415601.919990   2239469147.657144   2658086206.310482   1817028592.808430   3115536568.131319   294886116.869684   130924238.380234   296824599.842877   196250074.181689   3407654631.844249   3564186054.934615   541057488.539568   2807762217.323997   1477796548.488090   1726861036.685787   1930388510.932718   4232281895.856434   2245379374.135379   3938707976.922890   2193410636.134800   3941975839.705647   903174124.294728   2476163901.456173   951994988.953802   226095049.204547   1557642372.675266   3264110218.278125   338151617.398059   3845404681.402240   961254327.836445   3618781454.703789   860862987.322231   3200713475.493588   1981910367.014262   2677881580.130660   2021292747.624907   2276786483.883946   2808795818.510894   2318107347.467785   2473026558.065635   1921493154.355142   1587336106.402399   3014074048.605194   434298075.679139   3065122656.890480   445977789.290981   2364676586.611856   3002447256.746914  
 2691347165.426350   2008427267.534747   900900596.881714   2338365709.131998   2911591393.829465   3377054498.337888   3290350698.085800   3137676443.034012   639739575.013154   2259503620.363925   3475818060.432072   190186960.415394   3220747948.200371   2799642221.135851   1051039949.737615   2126504127.693959   486595292.150114   3728911529.868276   4147786875.318867   2763371776.034060   2242750054.379160   2170936928.786642   941441040.099685   4164233208.734302   3758263035.189042   3955505088.704879   303573990.413432   2528428396.079522   106525581.995860   2668240577.025289   1235918356.826436   2797862747.422210   381710550.560026   2136808953.708150   841271160.554208   3293291944.389491   1218906158.046029   4131611858.640008   2136011091.423503   1858635733.059182   2096158185.003925   1316871857.855566   2048812695.474567   1021948837.204295   4116504078.991417   3099842645.212183   3148442966.898245   308142075.141531   2533796879.080458   3001272546.217112   3071503851.175591   481589637.459618   877252179.003754   4012934891.275276   350865552.193911   340557920.192786   3673482683.980155   654429542.607343   2868976316.272308   3779998267.976006   3322660119.632631   4104884675.098735   2282903719.398216   3704360670.192657   1946736332.806885   3124164881.952415   2702695318.582148   3165632490.852914   2960819444.592423   543749116.005642   729310929.912087   762020333.596348   1860610973.861208   2778113625.386654   1783959172.800634   1682157756.852625   1582998974.598837   637444843.698879   1990289831.994156   4116785853.679296   3638707389.915991   766836387.169746   303418197.138904   221002274.919736   484813984.445013   654273749.332815   561550195.112522   4158286668.425167   1308693291.940158   3430516511.384830   3643327640.401173   336396115.572790   3240443890.483565   1631274065.799379   4040746787.765438   892222929.290441   460481651.751794   2448484810.347586   4057845420.143355   3421291096.344217  
 2992223926.353228   492199054.055442   4183301431.940555   557877604.214436   3270302679.442097   1672303308.741189   2240025361.067061   558344358.040934   2309738152.440068   4230305193.061217   380172917.720220   1653488246.356058   702184286.230954   683581114.859124   1874480521.275794   1186988270.675966   1337844864.191940   2436020716.388316   1050317643.101133   2646528156.132098   1571579933.773137   398687989.502297   2982914271.704887   517066528.256702   2029952055.301676   2728703763.470325   1409279457.547143   2490423707.053470   882231279.817901   1172167583.690489   1616757507.397687   3874445206.171129   1664356637.745931   1505101643.338242   137365516.385556   639702023.188019   3177394952.079431   2377380877.452617   1198036381.228953   1192175808.519498   2312728776.513824   1578199298.949173   2845654056.875547   3014903062.744778   2261770413.808297   425177282.151341   4201881333.420744   3599605278.000237   2861188000.539649   957241680.521877   1951176138.132334   137810638.312786   1355919670.024174   639133115.837212   654867166.569488   3385861725.325850   3367826879.307538   2064136626.116622   1581328136.379320   4250048159.125439   3236294209.807112   3198075645.776998   3829536071.296558   605693551.553043   408219993.115239   3966891587.682115   1245385574.741062   3585604947.194661   2049315169.134731   2443411957.970006   482823459.714159   67086649.648555   4021601256.919178   3328467516.589706   3081979712.393333   1988414376.727466   3753634800.741038   2988903749.814077   1293062358.727702   2319865505.280686   3946135432.335945   3244228498.860027   2457666143.593472   1007097806.360119   3883351614.697239   3112523310.162960   98002237.685960   2956221198.004777   881702640.279582   1679320374.065280   2911312063.130206   4117986850.086694   582438723.842277   2445890838.426765   428723107.639728   990648718.957508   2117825130.108879   1674098682.380790   281296370.152168   4167130299.243610  
 4117500640.350795   764109829.866327   4234206950.892157   3844144603.269964   4092567348.456024   3021229367.285490   1537601683.997429   3551244853.197062   1715175823.099557   2830654042.725132   1576153062.477748   1366353959.435501   1779925245.585159   4033809206.071220   2373441765.795620   1368319564.282398   2851375220.234180   2471434003.481580   29583468.287166   3733067862.513753   4150744379.546850   2940885531.417372   3556097416.600447   438225807.389128   1091819073.844137   3984810524.240175   1428864526.346635   3209634203.953016   1363951912.620956   1710150896.498804   3081807207.196627   1186495256.971751   2474250728.365121   3021056862.088783   735682564.241715   2271860780.821145   1747328935.374263   2273274248.239144   1528148338.018207   3462494758.473820   808970996.964266   3104291400.495955   533891421.909321   2588886242.549425   2843143310.567175   2907323187.704941   3957195808.831813   1399561234.801355   1083799897.186512   3986769277.118979   837671801.315109   939586980.733362   2632697512.536351   98811923.915547   1377802788.122490   3724506586.380487   4083612448.155722   2806657316.469116   2639183494.333504   1152607064.776678   221850916.967920   1426033405.530130   2339092323.748419   2696091645.333041   152132973.618904   3074764887.990134   672995130.154186   1899451908.993167   1053081842.229268   2201133468.172393   1066989371.466987   1862042839.193534   1010467572.668349   1600870793.376308   155971785.742959   3853600883.235524   213236685.081250   4113157594.574772   958204824.036870   1297026582.267762   3804969575.693751   1795866625.351979   2236603563.001124   2142709792.230102   1894668549.267525   3614396353.123605   1572259082.610589   1683323703.423238   2126096373.592721   4211432576.944093   2835920768.199915   2347937290.560641   1342508688.474214   880055795.948335   749071641.893673   1494631662.093118   3954810685.938459   1422056772.047859   3394073571.086286   712935232.167727  
 3623180242.220243   166105646.553272   2574968071.361261   338690518.888592   1766966439.929581   2730929857.104220   4192281404.124106   1980193125.010830   2549130157.678983   855528932.160976   3277209709.278583   2059142437.372734   2651385557.512955   1218855976.279707   4201842231.602827   251096812.780471   538295033.403312   1479144018.213416   1934410516.203709   2664381406.996033   1395619301.157500   475373988.403624   717361403.556664   2738117989.631714   1355419786.351950   1466423045.450337   4232739651.724833   1015273176.290409   2888469817.498197   3331855926.811118   1728198408.458136   2216692763.718440   3497951573.364390   8209183.819397   2555373284.607023   969960717.293971   2739129040.923618   2452697392.731129   2950143842.304801   993301902.602601   3308216324.892105   1932396255.583384   3052434341.975326   1664644586.405060   3151242233.863082   2959319277.578153   1915731399.185531   3689527267.266394   143505999.791569   3850131915.389239   2058951380.262417   1539115300.949068   30548609.792854   2776302783.819082   4277223290.580782   1385958396.144804   4242715829.269419   4215005646.305615   2401221572.435213   2836228350.767616   3251904277.116733   4129409980.893348   757963820.486047   2454898554.481123   4137609164.712746   3313327105.093070   3424849271.775094   2581780909.636364   1471067201.824198   2080035820.079886   3575072814.238955   484326230.716303   4012422075.663270   2332549860.214281   2148960817.121363   2868707013.526352   996911841.792433   4064682218.306884   2263276986.792737   1140407841.584002   3619856837.696124   27271071.055154   2679513144.533061   3650395447.488978   2803563854.874237   2661779139.113843   741396547.633782   2751322388.143656   2581827491.419449   3142608120.068995   1292593442.911272   1538774472.536182   2977060804.962343   2050547263.397318   3993663029.017295   2819712673.675089   1068917072.490388   3123555004.792390   1106536289.311443   2539974274.314586  
 908633528.872276   386651807.550398   3024290505.030890   626098310.535537   2719191667.764678   878294028.152243   3494795324.061890   3716093509.557112   648018950.459128   1463115014.854627   561544055.141114   4267865788.155252   1490376085.909781   3241047199.674175   3623303941.644220   4293929940.784018   1607869044.788009   69743193.278002   2750295032.927673   4189686536.207458   3212341315.346988   4042878477.838936   1433503712.743640   1894444824.309331   1798468445.236254   1132209445.760935   419200203.984410   2867375519.726633   4255754452.553316   1525726493.295853   1112392498.041219   869430685.425591   1912368300.846251   4136673005.072099   1495518995.961129   336602672.610929   720009737.224342   695357026.023009   4052686182.168041   1368018687.683470   2158462040.877636   319272941.309155   1340927179.838722   3648828128.787408   3560310142.983320   669273825.482942   3647800773.571426   873221891.771329   739007020.760935   2103138512.499090   767951131.978787   3951338336.107923   1851059694.338026   2201444844.722426   1550825864.417254   3649518139.574280   3333644292.483353   1970016068.401664   2221936363.300913   3294441449.036668   3495732561.697517   3334318863.342123   4163862134.462259   1113143566.543767   3176034572.414221   1364423836.423379   1449736239.154696   3896034309.638564   2059770862.446388   1207465125.322737   969095701.322034   4218222903.324025   1526728068.631882   2310012881.160756   3572093736.111433   792080915.615203   2979276708.643689   2924937215.682850   1665292807.386532   3718273729.404625   733118432.181941   2433233939.365318   3374654769.512548   2584168126.519967   339721488.087745   630523337.929802   1938728970.094247   3673355780.571097   2600529408.331457   4160655335.395151   2672839933.607766   1801304674.028973   3200016902.737273   2541744774.070016   2914438242.572731   2081094179.151495   3906158610.493395   69217185.727427   1682171192.790059   1670972176.939783  
